Stable ID,Category,Title,Issue,Advice,Examples – Pass,Examples – Fail,Accessibility Consideration,References,Rationale,Enforcement Level,Roles,Severity,Metrics Affected,Platform-wise Applicability,Page-wise Applicability,Component-wise Applicability,Context-wise Applicability,Evidence Type,AI Support,Confidence Weight,Version
TO-009,Task Orientation,Prevent repeated data entry across tasks,• Users re-enter the same information multiple times. • Leads to frustration and abandonment.,• Persist user data across sessions. • Pre-fill fields using profiles or session storage.,• Personal details auto-filled in subsequent forms.,"• User retypes name, address, or ID in every step.",• Stored data must respect consent and privacy controls.,GIGW 3.0 SC 6.1.1; DBIM Clause 5.1; BIS IS 17802:2022 SC 7.3.2,Eliminating repetition significantly reduces friction and errors.,Foundational,"Designer, Developer",Big Issue,"Drop-offs, Completion rate",Website (Desktop); Website (Mobile View); Mobile App,Forms,Input fields,Multi-step tasks,System,Evaluative,0.86,v3.0.0
TO-010,Task Orientation,Show task progress and remaining steps clearly,• Users are unaware of progress in multi-step tasks. • Uncertainty leads to abandonment.,• Display all steps and current progress. • Allow review before submission.,• Progress bar shows “Step 2 of 5” with review screen.,• No indication of steps or progress until submission.,• Progress indicators must be perceivable by screen readers.,GIGW 3.0 SC 6.2.1; BIS IS 17802:2022 SC 7.3.4; DBIM Clause 5.2,Transparency in progress builds confidence and completion.,Optimizing,"Designer, Developer",Medium Issue,"Completion rate, Confidence",Website (Desktop); Website (Mobile View); Mobile App,Task flows,Progress indicators,Multi-step journeys,"Visual, Interaction",Assisted,0.77,v3.0.0
TO-011,Task Orientation,Support recognition over recall across sections,• Users must remember prior selections or context. • Increased cognitive load and errors when navigating between sections.,"• Persist and visibly repeat key context (filters, selections, titles). • Maintain breadcrumbs and summaries across transitions.",• Selected scheme name and filters remain visible on next page.,• User must recall filters or category names after navigation.,• Persistent context reduces memory load for users with cognitive impairments.,WCAG 2.1 SC 3.3.7 (AAA); GIGW 3.0 SC 6.2.4; BIS IS 17802:2022 SC 6.5.1; DBIM SC 4.3,Recognition over recall improves accuracy and reduces abandonment.,Foundational,"Designer, Developer",Big Issue,"Errors, Drop-offs",Website (Desktop); Website (Mobile View); Mobile App,Common,"Headers, Breadcrumbs",Cross-section navigation,"Content, Interaction",Evaluative,0.84,v3.0.0
TO-012,Task Orientation,Use familiar metaphors and culturally appropriate formats,• Users struggle to interpret unfamiliar formats or symbols.,"• Apply culturally familiar formats (dates, currency) and metaphors. • Use recognizable icons and terminology.",• Dates shown as dd/mm/yyyy; currency shown as ₹.,• US date formats or unfamiliar symbols used for Indian users.,• Familiar conventions aid comprehension for multilingual users.,WCAG 2.1 SC 3.1.2; GIGW 3.0 SC 6.1.6; BIS IS 17802:2022 SC 7.3.1; DBIM SC 4.2,Cultural alignment reduces confusion and improves trust.,Optimizing,"Designer, Developer",Medium Issue,"Comprehension, Satisfaction",Website (Desktop); Website (Mobile View); Mobile App,Common,"Content, Icons",Localization,"Content, Visual",Assisted,0.72,v3.0.0
TO-013,Task Orientation,Hide system internals and avoid technical jargon,• Users are exposed to backend or technical terminology.,• Abstract technical processes into user-friendly language. • Use plain status messages.,• “Processing…” displayed during actions.,• “Calling API / Fetching token” shown to users.,• Plain language benefits screen reader and low-literacy users.,GIGW 3.0 SC 4.4.2; DBIM SC 4.3; BIS IS 17802:2022 SC 7.4.2,Abstraction prevents confusion and cognitive overload.,Optimizing,"Designer, Developer",Medium Issue,"Errors, Confidence",Website (Desktop); Website (Mobile View); Mobile App,Common,Status messages,System feedback,Content,Assisted,0.71,v3.0.0
TO-014,Task Orientation,Provide recovery paths for critical errors,• Users cannot easily recover from mistakes. • High risk of irreversible errors.,"• Provide previews, confirmations, drafts, and undo paths for high-stakes actions.",• Review screen before final submission; save as draft available.,• Immediate irreversible submission without confirmation.,• Error prevention mechanisms protect users with motor or cognitive challenges.,WCAG 2.1 SC 3.3.6 (AAA),Recovery paths reduce anxiety and prevent costly mistakes.,Foundational,"Designer, Developer",Big Issue,"Error rate, Trust",Website (Desktop); Website (Mobile View); Mobile App,Forms,Confirmation dialogs,High-risk tasks,Interaction,Evaluative,0.85,v3.0.0
TO-015,Task Orientation,Enable self-sufficiency for common tasks,• Users need external help to complete routine actions.,"• Provide contextual help, tooltips, and onboarding cues.",• Inline tooltip explains form field on first use.,• No guidance; users must consult external help.,• Contextual help must be accessible and dismissible.,GIGW 3.0 SC 2.4.3,Self-guided UX improves efficiency and reduces support burden.,Optimizing,"Designer, Developer",Medium Issue,"Support requests, Completion",Website (Desktop); Website (Mobile View); Mobile App,Common,"Tooltips, Help icons",First-time use,Content,Assisted,0.73,v3.0.0
TO-016,Task Orientation,Allow users to resume tasks after interruption,• Users lose progress when exiting mid-task.,• Persist progress locally or in account sessions. • Prompt users to resume on return.,• “Resume where you left off” prompt appears on return.,• Task restarts from beginning after interruption.,• Progress persistence benefits users with intermittent access or disabilities.,WCAG 2.1 SC 3.2.5; BIS IS 17802:2022 SC 6.3.4,Task continuity improves completion and satisfaction.,Optimizing,"Designer, Developer",Medium Issue,"Completion rate, Satisfaction",Website (Desktop); Website (Mobile View); Mobile App,Task flows,Draft storage,Interrupted sessions,System,Assisted,0.79,v3.0.0
TO-017,Task Orientation,Provide sorting and filtering for content-heavy interfaces,• Users struggle to locate relevant items in large datasets. • Excessive scrolling and scanning required.,"• Provide sortable columns and filter controls aligned to user intent (date, status, category).","• Scheme list sortable by eligibility, date, or department with filters.",• Long static list with no sorting or filtering.,• Filters must be keyboard accessible and programmatically associated with results.,BIS IS 17802:2022 SC 6.6.2,Sorting and filtering reduce effort and speed up task completion in data-heavy UIs.,Optimizing,"Designer, Developer",Medium Issue,"Task time, Findability",Website (Desktop); Website (Mobile View); Mobile App,Listing pages,"Tables, Filters",Data exploration,"Interaction, Content",Evaluative,0.76,v3.0.0
TO-018,Task Orientation,Ensure buttons and icons clearly reflect intended actions,• Ambiguous labels or icons confuse users about outcomes.,"• Use clear, action-oriented labels and universally recognizable icons.",• “Download Certificate” button with download icon.,• “Click Here” with unrelated or decorative icon.,• Non-text content must have accessible labels and names.,WCAG 2.1 SC 1.1.1; BIS IS 17802:2022 SC 6.3.3,Clear affordances prevent errors and increase confidence in task execution.,Optimizing,"Designer, Developer",Medium Issue,"Errors, Confidence",Website (Desktop); Website (Mobile View); Mobile App,Common,"Buttons, Icons",Action initiation,"Visual, Content",Assisted,0.74,v3.0.0
TO-019,Task Orientation,Warn users before automatic session timeout,• Users lose work due to unexpected logout.,• Display advance warning with countdown and options to extend session or save progress.,• Modal alert 2 minutes before timeout with “Extend Session” option.,• Sudden logout without warning.,• Timing adjustments support users with motor or cognitive impairments.,WCAG 2.1 SC 2.2.1; GIGW 3.0 SC 2.7.2,Advance warnings prevent data loss and frustration during long tasks.,Foundational,"Designer, Developer",Medium Issue,"Drop-offs, Data loss",Website (Desktop); Website (Mobile View); Mobile App,Forms,Session alerts,Long tasks,System,Evaluative,0.82,v3.0.0
TO-020,Task Orientation,Support both novice and expert users,• Interface favors only one user skill level.,• Provide guided help for beginners and shortcuts for expert users.,• First-time tour plus keyboard shortcuts for power users.,• Same verbose guidance forced on expert users.,• Help mechanisms must be accessible and dismissible.,WCAG 2.1 SC 3.3.5 (AAA); DBIM Section 4,Adaptive UX improves efficiency without excluding new users.,Optimizing,"Designer, Developer",Medium Issue,"Efficiency, Satisfaction",Website (Desktop); Website (Mobile View); Mobile App,Common,"Help, Shortcuts",Mixed skill levels,Interaction,Assisted,0.7,v3.0.0
TO-021,Task Orientation,Allow users to edit provided information,• Users are locked out from correcting mistakes.,• Enable edits with confirmations or audit trails where required.,• User can update address before final processing.,• Submitted data cannot be edited at any stage.,• Editable fields reduce error impact for all users.,GIGW 3.0 SC 2.7.3; BIS IS 17802:2022 SC 6.5.2,Flexibility reduces support load and improves data accuracy.,Foundational,"Designer, Developer",Big Issue,"Errors, Trust",Website (Desktop); Website (Mobile View); Mobile App,"Profile, Forms",Input fields,Post-submission,Interaction,Evaluative,0.86,v3.0.0
TO-022,Task Orientation,Provide step-by-step onboarding for new users,• New users feel lost or overwhelmed.,"• Use optional walkthroughs, spotlights, or guided tours.",• First-time modal tour highlighting key features with skip option.,• No onboarding or forced walkthrough every visit.,• Onboarding must be skippable and accessible.,GIGW 3.0 SC 4.4.1; WCAG 2.1 SC 3.3.6; DBIM SC 5.1.2; BIS IS 17802:2022 SC 6.1.3,Guided onboarding accelerates adoption and reduces early drop-off.,Optimizing,"Designer, Developer",Medium Issue,"Adoption, Retention",Website (Desktop); Website (Mobile View); Mobile App,First-time entry,"Tours, Modals",New users,Interaction,Assisted,0.75,v3.0.0
TO-023,Task Orientation,Use buttons for commands and actions instead of links,• Users confuse navigation links with actions. • Accidental navigation during task execution.,"• Use buttons for actions (submit, save, apply). • Reserve links for navigation only.",• “Submit Application” implemented as a <button> with clear visual affordance.,• Form submission triggered via underlined text link.,"• Buttons must expose correct role, name, and state to assistive tech.",GIGW 3.0 SC 4.4.5; BIS IS 17802:2022 SC 7.3.5; DBIM SC 4.4,Clear differentiation between actions and navigation reduces errors and improves predictability.,Foundational,"Designer, Developer",Medium Issue,"Errors, Task success",Website (Desktop); Website (Mobile View),"Forms, Actions","Buttons, Links",Task execution,"Visual, Semantic",Automated,0.84,v3.0.0
TO-024,Task Orientation,Provide real-time validation for incorrect inputs,• Users discover errors only after submission. • High form abandonment.,• Validate inputs inline and show corrective guidance immediately.,• Inline message: “PIN code must be 6 digits” shown while typing.,• Error shown only after full form submission.,• Error messages must be programmatically associated and not rely on color alone.,"WCAG 2.1 SC 3.3.1, 3.3.3; GIGW 3.0 4.3.6; BIS IS 17802:2022 5.6.4",Immediate feedback reduces cognitive load and prevents repeated failures.,Foundational,"Designer, Developer",Big Issue,"Drop-offs, Completion rate",Website (Desktop); Website (Mobile View); Mobile App,Forms,Input fields,Data entry,Interaction,Assisted,0.88,v3.0.0
TO-025,Task Orientation,Make primary call-to-action buttons prominent and distinct,• Users miss or misinterpret the main action.,"• Visually prioritize primary CTAs using size, color, and placement.","• Primary “Apply Now” button in DBIM primary color, thumb-reachable.",• Primary CTA visually identical to secondary actions.,• CTAs must meet minimum target size and contrast requirements.,"WCAG 2.1 SC 2.5.5, 2.4.3; GIGW 3.0 Quality 5.1",Clear CTAs guide users efficiently toward task completion.,Optimizing,"Designer, Developer",Medium Issue,"Conversion, Task success",Mobile App,Key task pages,Buttons,Decision points,Visual,Assisted,0.79,v3.0.0
TO-026,Task Orientation,Trigger data submission and state changes only through explicit user actions,• Users lose control due to auto-submission or unexpected state changes.,• Require explicit submit/confirm actions for all critical operations.,• “Delete” requires tap + confirmation dialog.,• Auto-submit on field change or screen load.,• Prevent unexpected context changes per WCAG 3.2.x principles.,WCAG 2.1 SC 3.2.2; WCAG 2.2 SC 3.2.6,Explicit actions preserve user agency and prevent irreversible errors.,Foundational,"Designer, Developer",Big Issue,"Errors, Trust",Mobile App,"Forms, Critical flows","Submit, Confirm dialogs",High-risk actions,"Interaction, System",Evaluative,0.9,v3.0.0
NIA-001,Navigation and Information Architecture,Make webpage titles clearly accessible and recognizable,• Page purpose is unclear. • Users lose orientation across pages.,"• Use meaningful, visible page titles consistently placed across pages.",• Clear H1 title like “Apply for Birth Certificate” at top of page.,"• Missing, vague, or visually hidden page title.","• Titles must be programmatically associated (<title>, H1) for screen readers.",WCAG 2.1 SC 2.4.2; GIGW 3.0 3.2.3; BIS IS 17428:2020 8.1.4; DBIM Navigation,"Clear page titles support orientation, trust, and assistive navigation.",Foundational,"Designer, Developer",Medium Issue,"Orientation, Task success",Website (Desktop); Website (Mobile View),All content pages,"Page header, Title",Wayfinding,"Visual, Semantic",Automated,0.86,v3.0.0
NIA-002,Navigation and Information Architecture,Maintain a clear and logical navigation hierarchy,• Users cannot understand site structure. • Navigation feels cluttered or flat.,• Design a hierarchical navigation with clear parent–child relationships.,• Top-level categories with nested sub-menus (Services → Certificates).,• All links placed at same level with no grouping.,"• Hierarchy must be conveyed visually and programmatically (lists, landmarks).","GIGW 3.0 SC 2.4.1; WCAG 2.1 SC 2.4.6, 2.4.10",Logical hierarchy reduces cognitive load and search dependency.,Foundational,Designer,Medium Issue,"Findability, Drop-offs",Website (Desktop); Website (Mobile View); Mobile App,Global navigation,"Menus, IA",Exploration,Structural,Evaluative,0.83,v3.0.0
NIA-003,Navigation and Information Architecture,Ensure primary navigation elements are clearly labeled and accessible,• Vague labels confuse users. • Icons without text reduce clarity.,• Use descriptive labels with optional supporting icons.,• “Track Application” with icon + text.,• Generic labels like “Info” or icon-only menus.,• Labels must satisfy link purpose in context (screen readers).,"WCAG 2.1 SC 2.4.4, 2.4.6; GIGW 3.0 2.4.2; BIS IS 17802:2022 6.5.2",Clear labels improve predictability and accessibility.,Foundational,"Designer, Developer",Medium Issue,Navigation success,Website (Desktop); Website (Mobile View); Mobile App,Primary navigation,Menu items,Wayfinding,"Visual, Semantic",Automated,0.84,v3.0.0
NIA-004,Navigation and Information Architecture,Maintain consistent navigation patterns across pages,• Users must relearn navigation on each page.,"• Keep navigation layout, order, and behavior consistent.",• Same header + breadcrumbs on all service pages.,• Navigation structure changes page-to-page.,• Consistency required for assistive tech landmark expectations.,WCAG 2.1 SC 3.2.3; GIGW 3.0 3.1.2,Predictability builds confidence and reduces navigation errors.,Foundational,"Designer, Developer",Medium Issue,"Errors, Efficiency",Website (Desktop); Website (Mobile View); Mobile App,All main pages,"Header, Breadcrumbs",Navigation,Structural,Evaluative,0.82,v3.0.0
NIA-005,Navigation and Information Architecture,Keep key navigation elements persistent across main screens,• Navigation disappears or shifts unexpectedly.,• Make primary navigation persistent across key screens.,• Fixed header (web) / persistent bottom nav (mobile).,• Navigation hidden after scroll or page change.,• Persistent landmarks aid screen reader orientation.,WCAG 2.1 SC 3.2.3; GIGW 3.0 3.1.2; BIS IS 17802:2022 6.4.1,Persistent navigation stabilizes user experience and reduces memory load.,Foundational,"Designer, Developer",Medium Issue,"Task flow, Retention",Website (Desktop); Website (Mobile View); Mobile App,Core journeys,Navigation bar,Wayfinding,Structural,Evaluative,0.85,v3.0.0
NIA-006,Navigation and Information Architecture,"Place navigation elements in prominent, expected locations",• Navigation is hard to discover. • Users must search for primary controls.,• Place primary navigation at top (desktop) and bottom or hamburger (mobile). • Keep it visually prominent and fixed where appropriate.,• Desktop top navigation bar; mobile bottom tab bar.,• Navigation hidden mid-page or buried in footer only.,• Ensure landmarks (<nav>) and visible focus order.,BIS IS 17802:2022 6.4.2; GIGW 3.0 3.1.1,Predictable placement improves discoverability and reduces cognitive load.,Foundational,"Designer, Developer",Medium Issue,"Discoverability, Task success",Website (Desktop); Website (Mobile View); Mobile App,All primary screens,"Navigation bar, Menu",Wayfinding,"Visual, Structural",Automated,0.84,v3.0.0
NIA-007,Navigation and Information Architecture,Ensure navigation elements meet minimum target size,• Users mis-tap navigation items. • Touch interaction errors occur.,• Use minimum 44×44 px touch targets. • Maintain spacing between items.,• Menu items sized ≥44×44 px with spacing.,• Small icons or tightly packed links.,• Required for motor accessibility and touch usability.,WCAG 2.1 SC 2.5.5; GIGW 3.0 3.1.2; BIS IS 17802:2022 6.3.1,Adequate target size reduces errors and frustration.,Foundational,"Designer, Developer",Big Issue,"Errors, Completion rate",Website (Desktop); Website (Mobile View); Mobile App,All pages,Navigation items,Interaction,"Visual, Structural",Automated,0.88,v3.0.0
NIA-008,Navigation and Information Architecture,Provide visual feedback on navigation interaction,• Users are unsure if action was registered.,"• Implement hover, focus, active, and pressed states.",• Active menu item highlighted; pressed state visible.,• No visual change on interaction.,• Feedback must be perceivable beyond color alone.,WCAG 2.1 SC 3.2.1; GIGW 3.0 3.2.2; BIS IS 17802:2022 6.3.4,Feedback confirms actions and builds confidence.,Foundational,"Designer, Developer",Medium Issue,"Confidence, Error prevention",Website (Desktop); Website (Mobile View); Mobile App,All navigable pages,"Links, Buttons",Interaction,Visual,Evaluative,0.83,v3.0.0
NIA-009,Navigation and Information Architecture,"Use smooth, non-disruptive transitions between screens",• Abrupt transitions disorient users.,"• Apply subtle, fast transitions (<300 ms).",• Fade or slide transition respecting reduced-motion settings.,• Abrupt page jumps or excessive animation.,• Must respect prefers-reduced-motion.,WCAG 2.1 SC 3.2.3; DBIM 2.5,Gentle transitions improve continuity without distraction.,Optimizing,"Designer, Developer",Small Issue,Perceived quality,Website (Desktop); Website (Mobile View); Mobile App,Screen changes,Page transitions,Continuity,Visual,Evaluative,0.78,v3.0.0
NIA-010,Navigation and Information Architecture,Support standard back navigation patterns,• Users cannot easily return to previous screens.,"• Support browser back, gestures, and visible back buttons.",• Working browser back; mobile back gesture supported.,• Back disabled or causes data loss.,• Back action should preserve state where possible.,WCAG 2.1 SC 2.4.5; GIGW 3.0 2.4.7,Reliable back navigation reduces frustration.,Foundational,"Designer, Developer",Medium Issue,"Drop-offs, Errors",Website (Desktop); Website (Mobile View); Mobile App,Multi-step flows,Back button,Recovery,Structural,Evaluative,0.85,v3.0.0
NIA-011,Navigation and Information Architecture,Use breadcrumbs for deep navigation paths,• Users lose sense of location in deep hierarchies.,• Implement breadcrumbs when depth >3 levels.,• Breadcrumb trail showing path with links.,• No path indicator in deep flows.,• Breadcrumbs must be programmatically associated.,WCAG 2.1 SC 2.4.8; GIGW 3.0 3.2.2,Breadcrumbs support orientation and efficient backtracking.,Foundational,"Designer, Developer",Big Issue,"Wayfinding, Efficiency",Website (Desktop); Website (Mobile View); Mobile App,Deep hierarchies,Breadcrumbs,Orientation,Structural,Evaluative,0.87,v3.0.0
NIA-012,Navigation and Information Architecture,Structure information architecture around user needs,"• Important content is buried. • Navigation reflects org chart, not users.","• Base IA on user research, analytics, and demand.",• High-use services reachable within 1–2 clicks.,• Critical tasks hidden deep in menus.,• Clear structure benefits screen reader navigation.,GIGW 3.0 3.2.1; BIS IS 17802:2022 5.4.2,User-centred IA improves findability and task success.,Foundational,"Designer, Developer",Medium Issue,"Findability, Time-to-task",Website (Desktop); Website (Mobile View); Mobile App,Global IA,"Menus, Sections",Discovery,Structural,Evaluative,0.86,v3.0.0
NIA-013,Navigation and Information Architecture,Group related content logically,• Content appears fragmented. • Users struggle to understand relationships.,"• Group content under intuitive, user-focused categories. • Use meaningful section labels and containers.","• Services grouped as “Employment”, “Health”, “Schemes”.",• Content grouped by internal departments or arbitrarily.,• Proper headings and grouping support screen reader navigation.,WCAG 2.1 SC 2.4.6; GIGW 3.0 SC 4.2.2; BIS IS 17802:2022 5.4.2,Logical grouping improves comprehension and scanability.,Foundational,"Designer, Developer",Medium Issue,"Findability, Cognitive load",Website (Desktop); Website (Mobile View); Mobile App,Content-heavy pages,"Sections, Cards, Lists",Discovery,Structural,Automated,0.85,v3.0.0
NIA-014,Navigation and Information Architecture,Keep information architecture shallow,• Users get lost in deep hierarchies. • Excessive navigation steps.,• Limit navigation depth to a maximum of 3 levels. • Flatten menus where possible.,• Key pages reachable within 1–3 clicks.,• Menus with 4–6 nested levels.,• Shallow IA reduces memory load for assistive tech users.,GIGW 3.0 SC 4.2.1; WCAG 2.1 SC 2.4.1,Shallow structures reduce effort and navigation fatigue.,Foundational,"Designer, Developer",Medium Issue,Task completion time,Website (Desktop); Website (Mobile View); Mobile App,Global navigation,Menus,Wayfinding,Structural,Evaluative,0.84,v3.0.0
NIA-015,Navigation and Information Architecture,Apply consistent structure to similar sections,• Users must relearn layouts repeatedly.,"• Reuse templates, headings, and section order for similar content types.",• All scheme pages follow identical layout and hierarchy.,• Each scheme page structured differently.,• Consistency improves predictability for screen readers.,WCAG 2.1 SC 3.2.3; GIGW 3.0 SC 4.3.2,Consistency reduces cognitive effort and learning cost.,Foundational,"Designer, Developer",Medium Issue,"Usability, Learnability",Website (Desktop); Website (Mobile View); Mobile App,Repeating content types,Page templates,Predictability,Structural,Automated,0.86,v3.0.0
NIA-016,Navigation and Information Architecture,Provide multiple pathways to important content,• Users rely on a single navigation method.,"• Offer access via menus, search, homepage links, and cross-links.","• Content accessible via menu, search, and in-page links.",• Content only reachable through one menu path.,• Multiple paths support WCAG “Multiple Ways”.,WCAG 2.1 SC 2.4.5; GIGW 3.0 SC 4.3.2; BIS IS 17802:2022 6.3,Different users prefer different navigation strategies.,Foundational,"Designer, Developer",Medium Issue,Discoverability,Website (Desktop); Website (Mobile View); Mobile App,Key content pages,"Menus, Search, Links",Exploration,Structural,Evaluative,0.87,v3.0.0
NIA-017,Navigation and Information Architecture,Continuously refine IA based on user feedback,• IA becomes outdated or misaligned with user needs.,• Review analytics and feedback periodically and update structure.,• Menu labels updated based on search analytics.,• IA remains unchanged despite usage issues.,"• Improvements benefit all users, including AT users.",GIGW 3.0 SC 6.2.1; BIS IS 17802:2022 6.2.1,IA must evolve with content growth and user behavior.,Optimizing,Designer,Small Issue,"Engagement, Satisfaction",Website (Desktop); Website (Mobile View); Mobile App,Global IA,"Menus, Categories",Governance,Behavioral,Evaluative,0.78,v3.0.0
LFS-001,"Lists, Filters, and Sorting",Structure list items for scanability,• Lists feel cluttered. • Users struggle to scan quickly.,"• Use consistent information hierarchy (title, meta, CTA). • Avoid non-essential details.","• Card list with title, subtitle, status, action.",• Long paragraphs or mixed information per item.,• Proper structure supports screen readers and cognitive accessibility.,WCAG 2.1 SC 1.3.1; GIGW 3.0 SC 5.2.1; BIS IS 17802:2022 6.1.2,Structured lists reduce cognitive load and improve efficiency.,Foundational,"Designer, Developer",Medium Issue,"Scan time, Task efficiency",Website (Desktop); Website (Mobile View); Mobile App,Listing pages,"Cards, Tables, Lists",Discovery,Structural,Evaluative,0.86,v3.0.0
LFS-002,"Lists, Filters, and Sorting",Maintain consistent list styling,• Visual inconsistency across list items.,"• Apply uniform fonts, colors, spacing via design system.",• All items share same typography and spacing.,• Each item styled differently.,• Consistency improves predictability for AT users.,GIGW 3.0 SC 5.2.3,Consistent styling improves learnability and trust.,Foundational,"Designer, Developer",Small Issue,Visual clarity,Website (Desktop); Website (Mobile View); Mobile App,All list views,Lists,Predictability,Visual,Automated,0.9,v3.0.0
LFS-003,"Lists, Filters, and Sorting",Use visual separators between items,• Dense lists appear merged.,"• Use dividers, spacing, or background contrast.",• Clear divider between each row/card.,• No spacing or separation between items.,• Separators aid focus and reading order.,GIGW 3.0 SC 5.2.4,Visual separation improves scannability.,Foundational,"Designer, Developer",Small Issue,Readability,Website (Desktop); Website (Mobile View); Mobile App,Content-heavy pages,"Lists, Cards",Scanning,Visual,Automated,0.88,v3.0.0
LFS-004,"Lists, Filters, and Sorting",Ensure list items are easily clickable,• Touch errors due to small targets.,• Maintain ≥44px tap targets and adequate spacing.,• Entire card or row is tappable.,• Only text inside row is clickable.,• Meets WCAG target size for motor accessibility.,WCAG 2.1 SC 2.5.5; WCAG 2.2 SC 2.5.8; BIS IS 17802:2022 6.2.3,Adequate target size reduces interaction errors.,Foundational,"Designer, Developer",Medium Issue,"Error rate, Task completion",Website (Desktop); Website (Mobile View); Mobile App,Interactive lists,"Cards, Rows",Interaction,Visual + Structural,Automated,0.87,v3.0.0
LFS-005,"Lists, Filters, and Sorting",Provide visual feedback on selection,• Users unsure if action is registered.,"• Use hover, focus, active, and selected states.",• Selected item highlighted clearly.,• No visual change on interaction.,• Focus visibility supports keyboard users.,WCAG 2.1 SC 2.4.7; GIGW 3.0 SC 5.4.2,Feedback confirms interaction and prevents errors.,Foundational,"Designer, Developer",Medium Issue,"Confidence, Error prevention",Website (Desktop); Website (Mobile View); Mobile App,Interactive lists,"Lists, Cards",Interaction,Behavioral,Evaluative,0.85,v3.0.0
LFS-006,"Lists, Filters, and Sorting",Optimize performance for large lists,• Long lists cause slow load or jank.,"• Use lazy loading, pagination, or “Load More”.","• Initial 30 items, load more on scroll.",• Entire dataset loaded at once.,• Progressive loading reduces cognitive and performance strain.,GIGW 3.0 SC 5.5.4,Performance optimizations maintain usability at scale.,Optimizing,Developer,Medium Issue,"Load time, Scroll performance",Website (Desktop); Website (Mobile View); Mobile App,Data-heavy pages,Lists,Performance,Behavioral,Evaluative,0.82,v3.0.0
LFS-007,"Lists, Filters, and Sorting",Show loading indicators for dynamic lists,• Users unsure if content is loading.,"• Display spinner, shimmer, or progress indicator.",• Skeleton loaders during fetch.,• Blank screen during loading.,• Status feedback supports WCAG dynamic content guidance.,WCAG 2.1 SC 3.2.2; GIGW 3.0 SC 5.4.1; BIS IS 17802:2022 7.6.3,Feedback reduces uncertainty and abandonment.,Foundational,"Designer, Developer",Medium Issue,Perceived performance,Website (Desktop); Website (Mobile View); Mobile App,Paginated lists,"Lists, Loaders",Feedback,Behavioral,Evaluative,0.84,v3.0.0
LFS-008,"Lists, Filters, and Sorting","Place filters in prominent, accessible locations",• Filters are hard to discover. • Users overlook refinement options.,• Position filters top-left or top area on desktop. • Use chip ribbon or bottom drawer on mobile.,• Filter chips visible above list.,• Filters buried inside secondary menus.,• Logical focus order supports keyboard and screen reader users.,WCAG 2.1 SC 2.4.3; WCAG 2.1 SC 3.2.3; GIGW 3.0,Discoverable filters reduce effort and improve findability.,Foundational,"Designer, Developer",Medium Issue,"Discoverability, Task efficiency",Website (Desktop); Website (Mobile View); Mobile App,Listing pages,"Filter panels, Chips",Discovery,Visual + Structural,Automated,0.87,v3.0.0
LFS-009,"Lists, Filters, and Sorting",Use collapsible filter sections for dense filter sets,• Filters consume excessive screen space.,• Group filters with headings and collapsible sections.,"• Accordion-style filter groups (Price, Location).","• Long, ungrouped filter lists.",• Expand/collapse with aria-expanded supports assistive tech.,WCAG 2.1 SC 2.4.1; GIGW 3.0 SC 5.3.2; DBIM 4.4,Progressive disclosure reduces cognitive load.,Optimizing,"Designer, Developer",Small Issue,Visual clarity,Website (Desktop); Website (Mobile View); Mobile App,Content-heavy lists,Filter accordions,Density management,Structural,Evaluative,0.83,v3.0.0
LFS-010,"Lists, Filters, and Sorting","Use clear, jargon-free filter labels",• Users misunderstand filter meaning.,"• Use plain, descriptive language with examples if needed.","• “Price Range”, “Department”.","• “Monetary Threshold”, “Org Unit”.",• Clear labels improve comprehension for all users.,WCAG 2.1 SC 2.4.6; GIGW 3.0 SC 5.4.1; BIS IS 17802:2022 7.2.4,Plain language reduces errors and hesitation.,Foundational,"Designer, Developer",Medium Issue,"Accuracy, Confidence",Website (Desktop); Website (Mobile View); Mobile App,All filterable pages,Filter labels,Comprehension,Semantic,Evaluative,0.88,v3.0.0
LFS-011,"Lists, Filters, and Sorting",Support multi-select filtering where applicable,• Users restricted to single filter values.,• Use checkboxes or multi-select chips when logical.,• Multiple benefits selectable.,• Only one value allowed when multiple make sense.,• Clear selection states support cognitive accessibility.,GIGW 3.0 SC 6.1.2; DBIM 4.4; BIS IS 17802:2022 8.3.1,Multi-select supports real-world decision-making.,Optimizing,"Designer, Developer",Medium Issue,"Control, Flexibility",Website (Desktop); Website (Mobile View); Mobile App,Data exploration pages,"Checkboxes, Chips",Refinement,Behavioral,Evaluative,0.84,v3.0.0
LFS-012,"Lists, Filters, and Sorting",Apply filters efficiently with clear interaction model,• Users confused by delayed or automatic updates.,• Use real-time apply for lightweight filters. • Use “Apply” button for heavy operations.,• Instant update or clear Apply CTA.,• Full page reload without feedback.,• Predictable behavior reduces cognitive friction.,GIGW 3.0 SC 6.1.3; BIS IS 17802:2022 8.3.2,Clear filter behavior improves trust and performance.,Optimizing,"Designer, Developer",Medium Issue,Perceived performance,Website (Desktop); Website (Mobile View); Mobile App,Filtered lists,Filter actions,Interaction,Behavioral,Evaluative,0.82,v3.0.0
